victim/brittle,polluter/state-setter,potential_cleaner,type_victim_or_brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadRegistries,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication2,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadRegistries,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication2,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOndisconnect,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLayer,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLocal,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOwner,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testProxy,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testScope,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testStub,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCallbacks,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testRegistry,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadMonitor,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadRegistries,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication2,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOndisconnect,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLayer,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLocal,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOwner,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testProxy,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testScope,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testStub,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCallbacks,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testRegistry,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadMonitor,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadRegistries,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication2,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOndisconnect,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLayer,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLocal,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOwner,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,org.apache.dubbo.config.AbstractInterfaceConfigTest.testProxy,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,org.apache.dubbo.config.AbstractInterfaceConfigTest.testScope,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,org.apache.dubbo.config.AbstractInterfaceConfigTest.testStub,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCallbacks,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,org.apache.dubbo.config.AbstractInterfaceConfigTest.testRegistry,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadMonitor,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadRegistries,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication2,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOndisconnect,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLayer,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLocal,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOwner,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testProxy,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testScope,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testStub,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCallbacks,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testRegistry,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadMonitor,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadRegistries,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication2,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOndisconnect,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLayer,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLocal,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOwner,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testProxy,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testScope,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testStub,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCallbacks,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testRegistry,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadMonitor,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadRegistries,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication2,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOndisconnect,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLayer,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLocal,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOwner,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testProxy,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testScope,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testStub,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCallbacks,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testRegistry,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadMonitor,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCluster,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCheckRegistry1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCheckRegistry2,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testMonitor,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testApplication,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testConnections,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOnconnect,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testFilter,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testModule,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,org.apache.dubbo.config.AbstractInterfaceConfigTest.testRegistries,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadRegistries,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication2,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOndisconnect,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLayer,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLocal,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOwner,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testProxy,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testScope,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testStub,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCallbacks,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testRegistry,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadMonitor,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCluster,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCheckRegistry1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCheckRegistry2,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testMonitor,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testApplication,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testConnections,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOnconnect,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testFilter,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testModule,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.testRegistries,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadRegistries,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication2,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOndisconnect,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLayer,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLocal,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOwner,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testProxy,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testScope,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testStub,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCallbacks,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testRegistry,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadMonitor,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod4,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod5,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethods2,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCluster,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCheckRegistry1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCheckRegistry2,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testMonitor,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testApplication,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testConnections,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOnconnect,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testFilter,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testModule,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.testRegistries,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock3,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock2,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadRegistries,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock4,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication1,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock4,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkApplication2,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOndisconnect,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLayer,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLocal,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testOwner,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testProxy,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testScope,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testStub,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testCallbacks,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testRegistry,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock4,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadMonitor,,brittle
org.apache.dubbo.config.AbstractInterfaceConfigTest.checkStubAndMock4,org.apache.dubbo.config.AbstractInterfaceConfigTest.checkInterfaceAndMethod3,,brittle
